,place_id,place_name,lat,lng,place_address,category
14772,14954,서울집,37.4845914,127.0115615,서울특별시 서초구 반포대로 46,일반음식점
14776,14955,서초동이남장,37.4937958,127.0123877,서울특별시 서초구 서초대로49길 4,일반음식점
14781,14956,세종대왕숯불갈비,37.4992251,126.920702,서울특별시 동작구 여의대방로 136,일반음식점
14786,14957,소담설농탕,37.4969724,126.86293570000001,서울특별시 구로구 경인로 385,일반음식점
14787,14958,손문 대구막창 갈매기살,37.501080200000004,127.06427830000001,서울특별시 강남구 삼성로64길 49,일반음식점
14790,14959,손수헌(한식레스토랑),37.5212354,127.0387388,서울특별시 강남구 선릉로145길  11,일반음식점
14793,14960,송가네(일반음식점),37.5620475,126.92418500000001,서울특별시 마포구 동교로  247,일반음식점
14796,14961,송림가든,37.497008799999996,126.86442269999999,서울특별시 구로구 경인로 398,일반음식점
14799,14962,수라간,37.567318799999995,126.84264740000002,서울특별시 강서구 양천로  364,일반음식점
14801,14963,수원갈비,37.6724331,127.05618030000001,서울특별시 노원구 동일로 1612,일반음식점
14803,14964,수원왕갈비,37.5674448,127.04418759999999,서울특별시 성동구 마장로   317,일반음식점
14806,14965,수정궁(갈비탕 전문점),37.498428600000004,127.0541646,서울특별시 강남구 도곡로63길  20,일반음식점
14809,14966,순흥골돼지갈비전문점,37.5550175,126.8654169,서울특별시 강서구 양천로 608,일반음식점
14811,14967,쉐프케이엔알(송은아트 스페이스),37.5261619,127.0470228,서울특별시 강남구 압구정로75길  6,일반음식점
14814,14968,시화담,37.5406722,126.9948575,서울특별시 용산구 회나무로  75,일반음식점
14816,14969,"신라비빔밥,샤브칼국수",37.5246359,127.1337882,서울특별시 강동구 양재대로85길 16,일반음식점
14818,14970,신사면옥,37.522482399999994,127.0353325,서울특별시 강남구 도산대로 311,일반음식점
14821,14971,신의주 찰쌀 순대(호텔 칸),37.522478799999995,127.05518119999999,서울특별시 강남구 영동대로 725,일반음식점
14824,14973,아미소,37.55639420000001,127.01084350000001,서울특별시 중구 동호로14길 18,일반음식점
14826,14974,안동찜닭,37.562483,126.98410630000001,서울특별시 중구 명동4길 25,일반음식점
14827,14975,안창골오리농원신내점,37.60672329999999,127.10047990000001,서울특별시 중랑구 용마산로 623,일반음식점
14830,14976,양대박,37.5068354,127.11564409999998,서울특별시 송파구 백제고분로46길 44,일반음식점
14831,14977,양주골오리마을,37.668932700000006,127.0445591,서울특별시 도봉구 도봉로150다길 64,일반음식점
14834,14978,양지촌,37.59287120000001,127.0732928,서울특별시 중랑구 망우로 184,일반음식점
